 time    A       B       
   0.0000000000000000        1.0000000000000000        0.0000000000000000     
   1.0000000000000000       0.99500000000000000        5.0000000000000001E-003
   2.0000000000000000       0.99002500000000004        9.9749999999999995E-003
   3.0000000000000000       0.98507487500000002        1.4925124999999999E-002
   4.0000000000000000       0.98014950062499995        1.9850499375000000E-002
   5.0000000000000000       0.97524875312187509        2.4751246878124997E-002
   6.0000000000000000       0.97037250935626562        2.9627490643734374E-002
   7.0000000000000000       0.96552064680948424        3.4479353190515698E-002
   8.0000000000000000       0.96069304357543683        3.9306956424563118E-002
   9.0000000000000000       0.95588957835755961        4.4110421642440306E-002
   10.000000000000000       0.95111013046577175        4.8889869534228102E-002
   11.000000000000000       0.94635457981344284        5.3645420186556957E-002
   12.000000000000000       0.94162280691437561        5.8377193085624175E-002
   13.000000000000000       0.93691469287980367        6.3085307120196055E-002
   14.000000000000000       0.93223011941540457        6.7769880584595071E-002
   15.000000000000000       0.92756896881832762        7.2431031181672101E-002
   16.000000000000000       0.92293112397423593        7.7068876025763733E-002
   17.000000000000000       0.91831646835436476        8.1683531645634910E-002
   18.000000000000000       0.91372488601259294        8.6275113987406740E-002
   19.000000000000000       0.90915626158252993        9.0843738417469705E-002
   20.000000000000000       0.90461048027461721        9.5389519725382343E-002
   21.000000000000000       0.90008742787324425        9.9912572126755445E-002
   22.000000000000000       0.89558699073387793       0.10441300926612165     
   23.000000000000000       0.89110905578020860       0.10889094421979105     
   24.000000000000000       0.88665351050130747       0.11334648949869210     
   25.000000000000000       0.88222024294880097       0.11777975705119864     
   26.000000000000000       0.87780914173405700       0.12219085826594264     
   27.000000000000000       0.87342009602538673       0.12657990397461291     
   28.000000000000000       0.86905299554525983       0.13094700445473986     
   29.000000000000000       0.86470773056753347       0.13529226943246614     
   30.000000000000000       0.86038419191469584       0.13961580808530380     
   31.000000000000000       0.85608227095512235       0.14391772904487729     
   32.000000000000000       0.85180185960034671       0.14819814039965287     
   33.000000000000000       0.84754285030234500       0.15245714969765461     
   34.000000000000000       0.84330513605083324       0.15669486394916635     
   35.000000000000000       0.83908861037057902       0.16091138962942050     
   36.000000000000000       0.83489316731872620       0.16510683268127338     
   37.000000000000000       0.83071870148213256       0.16928129851786702     
   38.000000000000000       0.82656510797472182       0.17343489202527770     
   39.000000000000000       0.82243228243484823       0.17756771756515130     
   40.000000000000000       0.81832012102267393       0.18167987897732557     
   41.000000000000000       0.81422852041756066       0.18577147958243895     
   42.000000000000000       0.81015737781547281       0.18984262218452674     
   43.000000000000000       0.80610659092639547       0.19389340907360411     
   44.000000000000000       0.80207605797176340       0.19792394202823607     
   45.000000000000000       0.79806567768190462       0.20193432231809488     
   46.000000000000000       0.79407534929349510       0.20592465070650443     
   47.000000000000000       0.79010497254702761       0.20989502745297187     
   48.000000000000000       0.78615444768429255       0.21384555231570701     
   49.000000000000000       0.78222367544587112       0.21777632455412849     
   50.000000000000000       0.77831255706864177       0.22168744293135786     
   51.000000000000000       0.77442099428329858       0.22557900571670106     
   52.000000000000000       0.77054888931188215       0.22945111068811755     
   53.000000000000000       0.76669614486532278       0.23330385513467697     
   54.000000000000000       0.76286266414099613       0.23713733585900357     
   55.000000000000000       0.75904835082029110       0.24095164917970854     
   56.000000000000000       0.75525310906618970       0.24474689093381002     
   57.000000000000000       0.75147684352085875       0.24852315647914094     
   58.000000000000000       0.74771945930325434       0.25228054069674527     
   59.000000000000000       0.74398086200673808       0.25601913799326154     
