 time    A       B       HO      NO2     HONO2   O1D     NO      O3      O2      O3P     
   421.00000000000000        1.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000E-004   7.0000000000000001E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   422.00000000000000       0.99950000000000006        5.0000000000000001E-004   0.0000000000000000        3.9150948845899420E-008   0.0000000000000000        9.9960849051154103E-005   6.9999608490511544E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   423.00000000000000       0.99900025000000003        9.9974999999999999E-004   0.0000000000000000        7.8286350838601928E-008   0.0000000000000000        9.9921713649161407E-005   6.9999217136491616E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   424.00000000000000       0.99850074987499993        1.4992501250000001E-003   0.0000000000000000        1.1740621232312376E-007   0.0000000000000000        9.9882593787676882E-005   6.9998825937876768E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   425.00000000000000       0.99800149950006256        1.9985004999375001E-003   0.0000000000000000        1.5651053964175744E-007   0.0000000000000000        9.9843489460358243E-005   6.9998434894603589E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   426.00000000000000       0.99750249875031249        2.4975012496875316E-003   0.0000000000000000        1.9559933913407308E-007   0.0000000000000000        9.9804400660865916E-005   6.9998044006608666E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   427.00000000000000       0.99700374750093723        2.9962524990626879E-003   0.0000000000000000        2.3467261713691955E-007   0.0000000000000000        9.9765327382863065E-005   6.9997653273828645E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   428.00000000000000       0.99650524562718679        3.4947543728131563E-003   0.0000000000000000        2.7373037998442593E-007   0.0000000000000000        9.9726269620015564E-005   6.9997262696200177E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   429.00000000000000       0.99600699300437323        3.9930069956267498E-003   0.0000000000000000        3.1277263400800254E-007   0.0000000000000000        9.9687227365991983E-005   6.9996872273659933E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   430.00000000000000       0.99550898950787103        4.4910104921289367E-003   0.0000000000000000        3.5179938553634254E-007   0.0000000000000000        9.9648200614463645E-005   6.9996482006144658E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   431.00000000000000       0.99501123501311717        4.9887649868828720E-003   0.0000000000000000        3.9081064089542281E-007   0.0000000000000000        9.9609189359104556E-005   6.9996091893591069E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   432.00000000000000       0.99451372939561056        5.4862706043894314E-003   0.0000000000000000        4.2980640640850551E-007   0.0000000000000000        9.9570193593591486E-005   6.9995701935935944E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   433.00000000000000       0.99401647253091274        5.9835274690872358E-003   0.0000000000000000        4.6878668839613921E-007   0.0000000000000000        9.9531213311603847E-005   6.9995312133116060E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   434.00000000000000       0.99351946429464733        6.4805357053526920E-003   0.0000000000000000        5.0775149317616024E-007   0.0000000000000000        9.9492248506823832E-005   6.9994922485068257E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   435.00000000000000       0.99302270456249997        6.9772954375000151E-003   0.0000000000000000        5.4670082706369394E-007   0.0000000000000000        9.9453299172936287E-005   6.9994532991729383E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   436.00000000000000       0.99252619321021873        7.4738067897812651E-003   0.0000000000000000        5.8563469637115578E-007   0.0000000000000000        9.9414365303628825E-005   6.9994143653036318E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   437.00000000000000       0.99202993011361362        7.9700698863863738E-003   0.0000000000000000        6.2455310740825300E-007   0.0000000000000000        9.9375446892591742E-005   6.9993754468925936E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   438.00000000000000       0.99153391514855682        8.4660848514431820E-003   0.0000000000000000        6.6345606648198542E-007   0.0000000000000000        9.9336543933518017E-005   6.9993365439335199E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   439.00000000000000       0.99103814819098268        8.9618518090174588E-003   0.0000000000000000        7.0234357989664688E-007   0.0000000000000000        9.9297656420103367E-005   6.9992976564201056E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   440.00000000000000       0.99054262911688717        9.4573708831129505E-003   0.0000000000000000        7.4121565395382688E-007   0.0000000000000000        9.9258784346046192E-005   6.9992587843460486E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   441.00000000000000       0.99004735780232866        9.9526421976713943E-003   0.0000000000000000        7.8007229495241108E-007   0.0000000000000000        9.9219927705047615E-005   6.9992199277050500E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   442.00000000000000       0.98955233412342758        1.0447665876572559E-002   0.0000000000000000        8.1891350918858319E-007   0.0000000000000000        9.9181086490811432E-005   6.9991810864908147E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   443.00000000000000       0.98905755795636585        1.0942442043634273E-002   0.0000000000000000        8.5773930295582598E-007   0.0000000000000000        9.9142260697044200E-005   6.9991422606970463E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   444.00000000000000       0.98856302917738770        1.1436970822612457E-002   0.0000000000000000        8.9654968254492258E-007   0.0000000000000000        9.9103450317455108E-005   6.9991034503174582E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   445.00000000000000       0.98806874766279906        1.1931252337201151E-002   0.0000000000000000        9.3534465424395793E-007   0.0000000000000000        9.9064655345756068E-005   6.9990646553457587E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   446.00000000000000       0.98757471328896762        1.2425286711032551E-002   0.0000000000000000        9.7412422433831969E-007   0.0000000000000000        9.9025875775661716E-005   6.9990258757756637E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   447.00000000000000       0.98708092593232322        1.2919074067677033E-002   0.0000000000000000        1.0128883991106994E-006   0.0000000000000000        9.8987111600889330E-005   6.9989871116008916E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   448.00000000000000       0.98658738546935698        1.3412614530643196E-002   0.0000000000000000        1.0516371848410946E-006   0.0000000000000000        9.8948362815158927E-005   6.9989483628151621E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   449.00000000000000       0.98609409177662222        1.3905908223377873E-002   0.0000000000000000        1.0903705878068089E-006   0.0000000000000000        9.8909629412193207E-005   6.9989096294121962E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   450.00000000000000       0.98560104473073384        1.4398955269266185E-002   0.0000000000000000        1.1290886142824547E-006   0.0000000000000000        9.8870911385717566E-005   6.9988709113857211E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   451.00000000000000       0.98510824420836840        1.4891755791631552E-002   0.0000000000000000        1.1677912705399523E-006   0.0000000000000000        9.8832208729460059E-005   6.9988322087294642E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   452.00000000000000       0.98461569008626426        1.5384309913735737E-002   0.0000000000000000        1.2064785628485336E-006   0.0000000000000000        9.8793521437151474E-005   6.9987935214371553E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   453.00000000000000       0.98412338224122120        1.5876617758778869E-002   0.0000000000000000        1.2451504974747417E-006   0.0000000000000000        9.8754849502525260E-005   6.9987548495025293E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   454.00000000000000       0.98363132055010061        1.6368679449899479E-002   0.0000000000000000        1.2838070806824326E-006   0.0000000000000000        9.8716192919317573E-005   6.9987161929193215E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   455.00000000000000       0.98313950488982549        1.6860495110174532E-002   0.0000000000000000        1.3224483187327764E-006   0.0000000000000000        9.8677551681267242E-005   6.9986775516812710E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   456.00000000000000       0.98264793513738058        1.7352064862619445E-002   0.0000000000000000        1.3610742178842591E-006   0.0000000000000000        9.8638925782115749E-005   6.9986389257821200E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   457.00000000000000       0.98215661116981201        1.7843388830188135E-002   0.0000000000000000        1.3996847843926834E-006   0.0000000000000000        9.8600315215607317E-005   6.9986003152156121E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   458.00000000000000       0.98166553286422698        1.8334467135773042E-002   0.0000000000000000        1.4382800245111692E-006   0.0000000000000000        9.8561719975488835E-005   6.9985617199754937E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   459.00000000000000       0.98117470009779484        1.8825299902205155E-002   0.0000000000000000        1.4768599444901563E-006   0.0000000000000000        9.8523140055509852E-005   6.9985231400555145E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   460.00000000000000       0.98068411274774603        1.9315887252254051E-002   0.0000000000000000        1.5154245505774050E-006   0.0000000000000000        9.8484575449422597E-005   6.9984845754494270E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   461.00000000000000       0.98019377069137215        1.9806229308627927E-002   0.0000000000000000        1.5539738490179969E-006   0.0000000000000000        9.8446026150982000E-005   6.9984460261509861E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   462.00000000000000       0.97970367380602641        2.0296326193973615E-002   0.0000000000000000        1.5925078460543366E-006   0.0000000000000000        9.8407492153945671E-005   6.9984074921539494E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   463.00000000000000       0.97921382196912343        2.0786178030876627E-002   0.0000000000000000        1.6310265479261534E-006   0.0000000000000000        9.8368973452073850E-005   6.9983689734520781E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   464.00000000000000       0.97872421505813889        2.1275784941861189E-002   0.0000000000000000        1.6695299608705016E-006   0.0000000000000000        9.8330470039129515E-005   6.9983304700391331E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   465.00000000000000       0.97823485295060986        2.1765147049390258E-002   0.0000000000000000        1.7080180911217625E-006   0.0000000000000000        9.8291981908878260E-005   6.9982919819088826E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   466.00000000000000       0.97774573552413457        2.2254264475865562E-002   0.0000000000000000        1.7464909449116449E-006   0.0000000000000000        9.8253509055088389E-005   6.9982535090550926E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   467.00000000000000       0.97725686265637246        2.2743137343627630E-002   0.0000000000000000        1.7849485284691875E-006   0.0000000000000000        9.8215051471530835E-005   6.9982150514715348E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   468.00000000000000       0.97676823422504422        2.3231765774955816E-002   0.0000000000000000        1.8233908480207587E-006   0.0000000000000000        9.8176609151979282E-005   6.9981766091519832E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   469.00000000000000       0.97627985010793172        2.3720149892068342E-002   0.0000000000000000        1.8618179097900591E-006   0.0000000000000000        9.8138182090209977E-005   6.9981381820902145E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   470.00000000000000       0.97579171018287780        2.4208289817122308E-002   0.0000000000000000        1.9002297199981222E-006   0.0000000000000000        9.8099770280001916E-005   6.9980997702800063E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   471.00000000000000       0.97530381432778646        2.4696185672213745E-002   0.0000000000000000        1.9386262848633155E-006   0.0000000000000000        9.8061373715136726E-005   6.9980613737151412E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   472.00000000000000       0.97481616242062252        2.5183837579377637E-002   0.0000000000000000        1.9770076106013415E-006   0.0000000000000000        9.8022992389398703E-005   6.9980229923894029E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   473.00000000000000       0.97432875433941213        2.5671245660587948E-002   0.0000000000000000        2.0153737034252408E-006   0.0000000000000000        9.7984626296574785E-005   6.9979846262965793E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   474.00000000000000       0.97384158996224246        2.6158410037757651E-002   0.0000000000000000        2.0537245695453901E-006   0.0000000000000000        9.7946275430454635E-005   6.9979462754304594E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   475.00000000000000       0.97335466916726132        2.6645330832738776E-002   0.0000000000000000        2.0920602151695066E-006   0.0000000000000000        9.7907939784830505E-005   6.9979079397848361E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   476.00000000000000       0.97286799183267780        2.7132008167322405E-002   0.0000000000000000        2.1303806465026474E-006   0.0000000000000000        9.7869619353497357E-005   6.9978696193535020E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   477.00000000000000       0.97238155783676150        2.7618442163238742E-002   0.0000000000000000        2.1686858697472109E-006   0.0000000000000000        9.7831314130252794E-005   6.9978313141302569E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   478.00000000000000       0.97189536705784307        2.8104632942157128E-002   0.0000000000000000        2.2069758911029388E-006   0.0000000000000000        9.7793024108897066E-005   6.9977930241089019E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   479.00000000000000       0.97140941937431413        2.8590580625686049E-002   0.0000000000000000        2.2452507167669170E-006   0.0000000000000000        9.7754749283233088E-005   6.9977547492832380E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
   480.00000000000000       0.97092371466462701        2.9076285335373205E-002   0.0000000000000000        2.2835103529335765E-006   0.0000000000000000        9.7716489647066421E-005   6.9977164896470722E-003   0.0000000000000000        209469000.00000000        0.0000000000000000     
